"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Willy Adames","Rays",".164",".320","1.54",".313","97","27.5%","70.3%","46.9%","57.1%","84.5%","75.7%","11.4%","38.2%","35.9%","25.9%","13.4%","44.5%","42.1%","88.5","10.7","8.1%","35.6%","2.8","15986"
"Jorge Alfaro","Marlins",".162",".364","2.07",".312","95","50.4%","80.8%","61.2%","52.8%","76.6%","63.9%","22.1%","32.3%","36.9%","30.8%","17.9%","38.4%","43.7%","90.8","4.7","10.8%","44.8%","1.3","12180"
"Adeiny Hechavarria","- - -",".202",".272","1.24",".312","93","37.2%","73.6%","53.6%","61.1%","87.0%","77.1%","12.2%","41.0%","35.3%","23.7%","16.0%","44.2%","39.7%","87.6","11.8","4.5%","29.5%","0.7","10459"
"JaCoby Jones","Tigers",".195",".304","1.09",".311","92","32.7%","66.1%","46.6%","58.8%","87.4%","75.7%","11.3%","42.9%","34.1%","22.9%","13.2%","43.4%","43.4%","91.6","14.1","9.7%","47.6%","-0.2","14818"
"Brian McCann","Braves",".162",".261","1.19",".311","89","29.5%","65.4%","43.7%","79.5%","86.1%","83.4%","7.3%","49.1%","31.3%","19.6%","18.7%","41.3%","40.0%","88.8","11.3","5.7%","35.2%","1.1","4810"
"Tyler Flowers","Braves",".185",".325","1.31",".310","88","30.9%","68.0%","46.9%","46.1%","78.0%","66.0%","15.9%","42.3%","33.3%","24.4%","14.3%","44.0%","41.7%","90.1","11.1","9.5%","41.1%","2.1","9134"
"Eric Hosmer","Padres",".160",".323","2.42",".309","91","35.9%","72.8%","50.0%","58.1%","84.9%","73.0%","13.5%","33.0%","39.9%","27.1%","18.2%","41.6%","40.1%","90.8","2.0","6.7%","46.0%","-0.4","3516"
"Adam Haseley","Phillies",".131",".344","2.82",".309","88","34.1%","72.5%","49.7%","55.1%","86.1%","73.4%","13.2%","36.8%","38.7%","24.5%","14.7%","49.1%","36.2%","87.3","5.0","3.1%","28.8%","0.9","19878"
"Albert Pujols","Angels",".185",".238","1.19",".308","93","32.9%","60.8%","44.5%","73.5%","90.5%","83.2%","7.5%","52.7%","30.6%","16.7%","19.5%","41.3%","39.2%","88.3","12.5","5.3%","36.0%","-0.4","1177"
"Harold Ramirez","Marlins",".140",".328","2.50",".308","92","41.9%","74.0%","53.9%","65.1%","87.4%","76.6%","12.6%","36.3%","35.6%","28.1%","17.8%","46.8%","35.3%","88.9","3.8","5.1%","34.6%","0.4","14387"
"Adam Jones","Diamondbacks",".155",".296","1.14",".308","87","41.4%","72.9%","54.1%","59.4%","86.9%","74.3%","13.9%","43.9%","34.6%","21.4%","16.5%","45.7%","37.7%","86.1","13.4","5.7%","30.9%","-0.1","6368"
"Ben Gamel","Brewers",".125",".347","1.52",".308","87","25.5%","59.9%","40.1%","59.0%","90.1%","78.7%","8.5%","30.6%","38.8%","30.6%","14.4%","47.8%","37.8%","88.2","9.9","3.8%","37.3%","0.9","12160"
"Rowdy Tellez","Blue Jays",".222",".267","1.02",".308","91","39.3%","64.9%","49.0%","59.8%","81.1%","70.4%","14.5%","42.0%","39.3%","18.7%","15.6%","42.8%","41.6%","90.7","14.0","12.8%","41.6%","0.1","15679"
"Robinson Cano","Mets",".172",".280","1.58",".308","93","38.2%","75.8%","53.4%","71.6%","90.9%","82.7%","9.3%","34.9%","37.7%","27.5%","17.6%","44.1%","38.3%","90.9","7.4","6.5%","46.3%","0.8","3269"
"Josh Reddick","Astros",".134",".288","1.04",".308","93","33.1%","74.2%","50.8%","76.5%","92.8%","86.8%","6.7%","35.7%","38.4%","25.8%","17.1%","50.6%","32.4%","86.1","15.8","3.3%","28.3%","1.0","3892"
"Freddy Galvis","- - -",".178",".312","1.04",".307","89","40.2%","73.2%","54.0%","63.4%","81.9%","73.8%","14.1%","42.9%","30.4%","26.7%","13.3%","48.7%","38.1%","88.8","14.7","4.3%","36.4%","1.4","6609"
"Jesus Aguilar","- - -",".153",".272","1.11",".307","88","29.8%","65.2%","44.1%","65.3%","82.7%","75.6%","10.7%","37.1%","36.7%","26.3%","16.3%","42.1%","41.7%","89.4","13.8","7.0%","38.3%","-0.1","11342"
"Justin Upton","Angels",".201",".261","0.82",".307","92","26.7%","65.0%","43.2%","48.8%","79.4%","68.6%","13.6%","46.6%","32.2%","21.2%","19.9%","39.0%","41.1%","87.2","18.5","10.3%","37.0%","-0.2","5222"
"Austin Riley","Braves",".245",".293","0.54",".307","86","41.3%","81.2%","56.3%","50.7%","73.7%","63.2%","20.7%","36.3%","40.5%","23.2%","23.2%","34.5%","42.3%","89.4","20.6","13.1%","44.6%","0.2","18360"
"Raimel Tapia","Rockies",".141",".341","2.00",".307","73","43.5%","79.9%","58.6%","67.0%","81.2%","75.0%","14.6%","35.0%","37.4%","27.6%","17.2%","52.8%","30.1%","87.6","7.5","3.7%","31.6%","-0.9","14350"
"Randal Grichuk","Blue Jays",".225",".266","0.93",".307","90","36.4%","70.6%","50.2%","57.4%","87.2%","74.3%","12.9%","47.1%","32.5%","20.5%","19.3%","43.5%","37.2%","89.3","16.0","8.7%","39.8%","0.5","10243"
"Starlin Castro","Marlins",".165",".293","1.45",".307","91","34.5%","69.4%","49.2%","70.2%","90.9%","82.5%","8.6%","44.0%","33.9%","22.1%","15.9%","42.1%","41.9%","88.5","11.0","5.4%","37.6%","1.3","4579"
"Matt Adams","Nationals",".239",".284","0.69",".306","84","36.1%","72.2%","50.1%","52.6%","81.7%","68.9%","15.6%","51.5%","28.1%","20.4%","18.9%","42.3%","38.8%","88.6","19.6","14.3%","43.9%","-0.1","9393"
"Stephen Piscotty","Athletics",".162",".289","1.22",".306","93","35.4%","72.1%","50.9%","57.7%","82.6%","72.6%","13.9%","34.7%","41.2%","24.2%","10.5%","49.8%","39.7%","89.2","12.5","7.6%","40.1%","0.6","13367"
"Josh Naylor","Padres",".154",".302","1.77",".306","89","34.0%","61.6%","44.5%","68.9%","89.2%","79.5%","9.1%","38.9%","37.4%","23.7%","18.4%","40.0%","41.6%","89.6","4.5","6.3%","36.3%","-0.2","18839"
"Jose Iglesias","Reds",".119",".315","2.16",".306","84","46.7%","68.1%","55.4%","81.6%","90.5%","86.0%","7.7%","38.2%","36.6%","25.2%","19.7%","49.7%","30.7%","84.1","7.1","2.1%","23.3%","1.6","10231"
"Ronald Guzman","Rangers",".195",".282","1.08",".306","80","34.3%","70.3%","49.1%","54.8%","82.7%","71.2%","14.1%","38.7%","31.2%","30.1%","18.5%","42.2%","39.3%","85.6","14.5","8.1%","35.8%","-0.3","14388"
"Kevan Smith","Angels",".141",".287","2.20",".305","91","30.6%","63.3%","44.8%","68.8%","90.4%","82.1%","8.0%","32.9%","33.5%","33.5%","14.2%","45.8%","40.0%","89.5","5.7","5.2%","41.3%","-0.2","12284"
"Miguel Rojas","Marlins",".095",".314","1.58",".305","90","32.2%","65.9%","47.0%","74.4%","91.1%","84.7%","7.2%","31.4%","39.3%","29.3%","14.3%","50.1%","35.6%","87.4","9.1","2.1%","28.8%","1.9","7802"
"Brandon Dixon","Tigers",".187",".336","0.90",".303","86","36.4%","72.6%","51.9%","49.1%","78.6%","66.8%","17.2%","36.3%","37.8%","25.9%","16.6%","42.1%","41.3%","89.6","17.0","11.2%","41.3%","-0.1","15214"
"Yadier Molina","Cardinals",".129",".289","1.17",".303","87","41.5%","75.9%","55.7%","76.3%","87.0%","82.4%","9.8%","42.3%","34.4%","23.2%","15.0%","43.2%","41.8%","87.4","13.9","3.6%","34.2%","1.2","7007"
"Lorenzo Cain","Brewers",".112",".301","2.08",".302","83","28.0%","66.6%","44.7%","66.3%","91.4%","82.5%","7.8%","31.5%","36.1%","32.4%","16.3%","47.2%","36.5%","89.4","6.8","4.1%","41.2%","1.5","9077"
"Rougned Odor","Rangers",".234",".244","0.73",".302","77","33.1%","67.6%","47.4%","57.4%","84.0%","73.1%","12.7%","47.4%","33.5%","19.1%","17.9%","36.4%","45.7%","91.1","17.9","13.6%","45.4%","0.3","12282"
"Enrique Hernandez","Dodgers",".174",".266","0.83",".301","88","31.7%","70.5%","47.2%","58.9%","87.8%","76.1%","11.3%","43.9%","31.8%","24.3%","16.2%","43.3%","40.5%","88.3","19.4","5.6%","34.3%","1.2","10472"
"Jurickson Profar","Athletics",".192",".218","1.12",".301","89","29.0%","68.9%","45.2%","68.4%","89.6%","81.5%","8.3%","49.9%","27.6%","22.5%","22.0%","40.3%","37.7%","86.7","13.9","6.2%","30.5%","1.3","10815"
"Jason Kipnis","Indians",".166",".265","0.97",".301","82","29.6%","67.0%","46.0%","63.6%","91.4%","81.3%","8.6%","43.3%","34.4%","22.3%","14.4%","48.8%","36.7%","88.1","14.1","5.2%","34.1%","1.1","9776"
"Melky Cabrera","Pirates",".119",".300","1.61",".301","85","37.5%","72.8%","52.1%","76.3%","94.1%","86.6%","7.0%","38.8%","35.8%","25.4%","24.0%","45.0%","31.1%","88.2","8.9","2.1%","32.8%","-0.7","4022"
"Tucker Barnhart","Reds",".149",".278","1.41",".301","81","30.2%","68.3%","46.3%","63.2%","87.0%","78.0%","10.2%","43.4%","30.2%","26.4%","16.6%","49.8%","33.6%","86.4","11.8","2.1%","26.8%","0.7","10200"
"Ildemaro Vargas","Diamondbacks",".144",".279","2.11",".300","82","30.9%","62.0%","44.4%","81.5%","93.3%","88.7%","5.0%","39.3%","34.8%","25.8%","18.0%","47.8%","34.3%","87.1","3.2","2.8%","30.3%","0.0","13324"
"Elvis Andrus","Rangers",".118",".305","1.84",".300","76","34.9%","62.0%","46.4%","68.6%","90.9%","81.2%","8.7%","37.0%","36.4%","26.7%","14.0%","47.5%","38.5%","88.4","7.2","3.1%","35.0%","1.4","8709"
"Dwight Smith Jr.","Orioles",".171",".274","1.38",".299","83","29.7%","66.6%","45.3%","53.1%","86.0%","73.6%","12.0%","35.7%","35.7%","28.6%","20.7%","50.0%","29.3%","89.1","7.3","3.6%","39.3%","-0.8","13473"
"Robbie Grossman","Athletics",".107",".288","1.18",".299","88","18.9%","63.7%","38.2%","70.0%","91.8%","85.7%","5.5%","29.8%","41.4%","28.9%","15.8%","49.7%","34.5%","87.7","12.1","2.1%","30.7%","0.8","5254"
"Dylan Moore","Mariners",".182",".290","0.78",".299","88","26.4%","67.0%","44.0%","61.5%","81.3%","74.6%","11.2%","38.1%","34.2%","27.7%","22.6%","43.9%","33.5%","88.4","19.2","6.5%","36.1%","0.4","18042"
"Luis Rengifo","Angels",".126",".300","1.57",".298","86","28.2%","64.3%","44.3%","64.6%","82.5%","76.2%","10.5%","40.7%","32.5%","26.9%","16.4%","51.1%","32.5%","87.1","9.3","5.2%","29.5%","1.2","19858"
"Logan Forsythe","Rangers",".126",".307","1.19",".298","75","15.3%","53.6%","32.6%","63.6%","86.1%","80.3%","6.4%","45.2%","31.1%","23.7%","13.2%","39.3%","47.5%","89.2","12.4","5.0%","39.5%","0.2","7185"
"Yan Gomes","Nationals",".166",".265","0.94",".298","79","36.6%","68.6%","49.6%","68.1%","83.1%","76.6%","11.6%","42.0%","32.9%","25.1%","17.3%","49.8%","32.9%","87.6","18.1","6.1%","35.9%","0.8","9627"
"Adalberto Mondesi","Royals",".161",".357","1.38",".298","82","42.2%","80.0%","57.4%","45.2%","77.7%","63.4%","21.0%","46.0%","32.6%","21.3%","19.9%","42.3%","37.8%","88.7","10.0","7.2%","33.9%","2.4","13769"
"Chad Pinder","Athletics",".176",".284","1.67",".298","87","31.6%","77.8%","51.6%","62.2%","84.5%","76.8%","12.0%","36.6%","39.7%","23.7%","16.0%","42.4%","41.6%","90.9","8.6","7.8%","42.8%","0.8","15191"
"Buster Posey","Giants",".111",".296","1.73",".298","85","30.6%","69.3%","47.0%","67.8%","91.1%","82.4%","8.3%","34.8%","35.4%","29.8%","13.4%","50.6%","36.0%","88.6","9.1","3.9%","36.3%","1.8","9166"
"Kevin Pillar","- - -",".173",".270","1.22",".298","85","48.8%","74.6%","58.6%","74.4%","93.0%","83.4%","9.7%","48.0%","29.7%","22.3%","20.2%","42.5%","37.2%","86.4","14.1","4.7%","30.8%","1.5","12434"
"Didi Gregorius","Yankees",".204",".237","0.85",".297","83","41.1%","77.5%","55.3%","67.0%","89.7%","79.4%","11.4%","42.1%","37.4%","20.5%","20.1%","45.4%","34.4%","88.0","17.5","5.5%","35.5%","0.9","6012"
"Jacob Stallings","Pirates",".120",".303","1.41",".297","82","38.0%","69.5%","50.7%","61.7%","87.9%","76.2%","12.1%","45.4%","28.9%","25.7%","17.1%","48.7%","34.2%","89.2","11.4","5.3%","36.8%","1.3","13723"
"Jake Lamb","Diamondbacks",".160",".234","1.02",".297","80","26.8%","64.3%","42.0%","56.7%","86.1%","74.9%","10.5%","39.6%","39.6%","20.9%","11.2%","35.8%","53.0%","90.7","14.2","7.5%","42.5%","0.0","13329"
"Addison Russell","Cubs",".153",".280","1.38",".297","80","35.5%","67.2%","48.5%","57.6%","82.3%","71.6%","13.8%","39.4%","31.9%","28.8%","20.0%","48.8%","31.3%","86.9","9.1","6.3%","28.1%","0.5","14106"
"Jake Marisnick","Astros",".178",".310","1.24",".297","86","36.0%","74.3%","52.3%","56.3%","85.6%","74.0%","13.6%","43.0%","31.0%","26.0%","22.0%","46.5%","31.5%","86.7","11.5","4.0%","31.0%","1.1","11339"
"Ty France","Padres",".168",".279","1.16",".296","83","30.0%","73.6%","48.9%","63.2%","87.1%","78.8%","10.4%","44.9%","34.6%","20.6%","19.1%","39.7%","41.2%","88.9","15.1","5.9%","42.6%","0.0","17982"
"Jake Bauers","Indians",".145",".290","1.02",".296","78","25.6%","65.7%","41.9%","62.9%","86.5%","78.0%","9.2%","39.2%","31.5%","29.2%","18.5%","50.4%","31.2%","88.1","15.0","4.6%","33.1%","-0.4","15194"
"J.P. Crawford","Mariners",".145",".275","1.28",".296","86","22.6%","67.1%","42.9%","68.2%","86.3%","81.1%","8.1%","38.4%","34.7%","26.9%","22.8%","48.9%","28.4%","85.0","12.4","2.6%","24.6%","1.3","15491"
"Manuel Margot","Padres",".153",".272","1.07",".296","82","25.0%","66.3%","43.1%","65.2%","87.4%","80.2%","8.5%","44.7%","35.1%","20.1%","20.1%","46.3%","33.5%","87.7","14.2","3.2%","34.8%","1.6","14712"
"Adam Engel","White Sox",".141",".343","1.34",".296","84","34.4%","69.1%","49.5%","52.9%","80.4%","69.6%","15.1%","41.3%","30.7%","28.0%","24.0%","48.0%","28.0%","86.4","11.1","4.7%","30.0%","0.8","15082"
"Russell Martin","Dodgers",".110",".276","1.77",".295","83","20.6%","63.3%","40.3%","45.8%","85.9%","74.9%","10.1%","49.7%","31.1%","19.2%","17.9%","49.0%","33.1%","88.2","11.2","4.6%","33.1%","1.2","4616"
"Delino DeShields","Rangers",".098",".333","1.32",".295","72","24.7%","63.1%","41.8%","61.6%","88.5%","79.6%","8.5%","33.0%","36.7%","30.3%","13.5%","55.4%","31.1%","86.9","13.5","2.2%","24.3%","0.8","11379"
"Leury Garcia","White Sox",".099",".353","2.33",".294","83","38.5%","73.2%","53.9%","63.5%","86.6%","77.4%","12.2%","33.2%","32.7%","34.1%","14.2%","57.3%","28.5%","88.2","6.2","3.3%","29.9%","1.3","5913"
"Luis Urias","Padres",".102",".284","1.60",".294","81","26.8%","61.5%","42.0%","69.0%","83.8%","78.5%","9.0%","34.6%","35.8%","29.6%","13.2%","50.3%","36.5%","87.3","10.1","4.4%","31.4%","0.1","16622"
"Rio Ruiz","Orioles",".143",".272","1.31",".294","79","27.8%","71.9%","46.7%","62.5%","84.9%","77.3%","10.6%","43.9%","35.1%","21.1%","19.6%","45.6%","34.7%","88.4","11.3","2.5%","36.5%","0.4","14103"
"Christin Stewart","Tigers",".154",".290","0.81",".294","79","35.2%","68.9%","48.8%","61.2%","84.4%","74.4%","12.5%","44.5%","34.2%","21.3%","16.2%","48.2%","35.7%","86.9","19.1","7.4%","33.8%","-1.2","17714"
"Harrison Bader","Cardinals",".161",".268","0.87",".293","81","28.2%","58.3%","41.2%","60.8%","85.1%","75.6%","10.0%","42.1%","37.3%","20.6%","16.3%","45.9%","37.8%","88.4","15.3","8.2%","35.2%","1.8","18030"
"Harold Castro","Tigers",".093",".367","2.33",".292","79","42.8%","68.9%","53.7%","67.5%","86.3%","77.5%","12.0%","29.3%","41.4%","29.3%","9.9%","50.5%","39.6%","87.3","8.6","2.9%","28.5%","-0.3","14691"
"Garrett Hampson","Rockies",".137",".322","1.16",".292","63","23.0%","60.6%","39.6%","59.9%","88.2%","79.0%","8.3%","34.0%","34.9%","31.2%","22.3%","47.4%","30.2%","85.8","13.1","3.3%","26.0%","-0.2","19262"
"Billy McKinney","Blue Jays",".207",".250","0.95",".291","79","30.1%","66.4%","46.2%","56.3%","87.9%","76.4%","10.9%","49.5%","30.2%","20.3%","18.1%","44.5%","37.4%","86.7","15.3","5.5%","31.9%","0.0","15654"
"Josh Phegley","Athletics",".172",".258","0.87",".291","82","33.6%","65.4%","47.2%","61.6%","89.6%","78.2%","10.3%","51.6%","27.1%","21.3%","17.8%","47.7%","34.5%","84.1","17.4","1.9%","24.0%","0.3","9308"
"Guillermo Heredia","Rays",".137",".293","1.14",".291","82","26.9%","74.7%","47.3%","61.3%","81.5%","74.9%","11.9%","43.5%","32.0%","24.5%","22.4%","48.3%","29.3%","86.6","12.9","2.7%","34.7%","0.3","18721"
"Andrelton Simmons","Angels",".101",".277","1.70",".290","81","32.2%","68.6%","47.7%","73.5%","95.1%","86.7%","6.3%","49.9%","33.0%","17.2%","19.4%","46.3%","34.3%","87.8","9.5","1.7%","33.0%","1.7","10847"
"Tony Wolters","Rockies",".067",".314","1.54",".290","62","28.5%","65.4%","44.6%","65.1%","92.3%","82.4%","7.8%","35.5%","37.1%","27.4%","16.1%","53.5%","30.4%","85.3","10.1","0.0%","19.7%","-0.5","11470"
"Khris Davis","Athletics",".166",".264","1.13",".289","81","30.7%","82.2%","51.9%","48.0%","77.8%","67.4%","16.9%","40.4%","35.9%","23.7%","11.9%","42.1%","46.0%","90.2","12.9","8.9%","39.5%","-1.0","9112"
"Willians Astudillo","Twins",".111",".258","1.06",".288","76","42.7%","83.3%","59.0%","84.8%","97.5%","92.0%","4.7%","42.5%","37.1%","20.4%","22.6%","47.3%","30.1%","85.9","15.0","2.2%","30.6%","-0.2","15608"
"Martin Maldonado","- - -",".165",".250","1.37",".288","76","31.3%","63.5%","45.3%","59.5%","89.6%","77.8%","10.0%","46.6%","35.7%","17.7%","16.5%","43.4%","40.2%","88.2","12.7","7.6%","34.8%","0.8","6887"
"Gerardo Parra","- - -",".157",".264","1.56",".288","74","34.4%","72.1%","49.5%","66.5%","87.2%","78.6%","10.6%","37.2%","35.3%","27.5%","15.1%","53.7%","31.2%","86.2","10.0","4.6%","21.6%","-0.2","8553"
"Cheslor Cuthbert","Royals",".133",".288","1.08",".287","74","31.4%","72.8%","48.7%","62.1%","87.5%","78.0%","10.7%","42.6%","34.3%","23.1%","18.6%","43.8%","37.6%","88.8","15.0","4.5%","37.6%","-0.8","10473"
"Welington Castillo","White Sox",".209",".247","1.16",".287","78","29.6%","61.7%","43.6%","58.2%","82.4%","73.1%","11.7%","41.8%","35.4%","22.8%","20.3%","44.9%","34.8%","89.5","13.2","10.1%","42.4%","-1.0","3256"
"Steve Wilkerson","Orioles",".158",".300","1.25",".286","73","34.4%","62.5%","45.5%","64.7%","83.7%","75.0%","11.4%","44.6%","31.7%","23.7%","16.1%","50.9%","33.0%","86.3","11.1","3.1%","30.4%","-0.6","16041"
"Jonathan Lucroy","- - -",".123",".253","1.34",".286","77","27.0%","54.2%","39.2%","76.5%","92.7%","86.6%","5.3%","40.0%","36.7%","23.3%","17.6%","46.9%","35.5%","86.9","12.5","2.9%","31.4%","-0.5","7870"
"Tony Kemp","- - -",".167",".227","0.95",".285","77","30.1%","67.0%","46.5%","75.6%","88.0%","83.5%","7.7%","49.3%","27.1%","23.6%","14.8%","49.8%","35.5%","86.2","14.6","1.0%","15.3%","0.3","14894"
"Kevin Kiermaier","Rays",".170",".267","1.83",".284","78","37.9%","75.5%","54.5%","62.6%","86.1%","77.0%","12.6%","38.8%","39.1%","22.0%","19.4%","47.5%","33.0%","89.2","6.9","5.5%","37.7%","1.5","11038"
"Joe Panik","- - -",".091",".262","1.28",".284","76","23.7%","66.6%","41.9%","82.4%","94.0%","90.2%","4.1%","35.8%","37.5%","26.7%","18.6%","44.3%","37.0%","86.8","12.8","1.8%","25.7%","0.2","11936"
"Jeimer Candelario","Tigers",".134",".262","0.94",".283","72","31.0%","62.4%","43.7%","61.3%","86.0%","75.5%","10.7%","47.7%","32.9%","19.4%","19.8%","43.0%","37.1%","88.2","15.8","5.1%","33.8%","0.3","13621"
"Ronny Rodriguez","Tigers",".217",".254","0.88",".283","72","46.3%","67.8%","54.6%","55.6%","76.3%","65.5%","18.9%","57.3%","26.6%","16.1%","18.1%","41.2%","40.7%","88.9","16.2","7.0%","40.2%","0.2","11875"
"Dee Gordon","Mariners",".084",".313","2.11",".282","77","36.8%","73.7%","54.2%","77.7%","89.5%","85.3%","8.0%","33.7%","35.8%","30.5%","21.1%","56.6%","22.3%","84.2","5.8","0.0%","18.5%","0.5","8203"
"Maikel Franco","Phillies",".175",".236","1.08",".281","70","36.8%","72.8%","51.5%","69.2%","87.8%","79.9%","10.3%","46.5%","30.2%","23.3%","23.6%","42.9%","33.5%","89.1","14.8","6.6%","38.4%","-0.5","12179"
"Yolmer Sanchez","White Sox",".069",".324","1.22",".281","74","33.2%","67.8%","48.1%","69.6%","85.3%","79.1%","10.0%","31.4%","34.4%","34.2%","20.6%","52.2%","27.2%","87.1","14.2","1.0%","27.0%","1.0","11602"
"Brandon Crawford","Giants",".122",".274","1.70",".281","74","32.0%","78.1%","51.3%","60.2%","82.4%","74.3%","13.2%","38.8%","38.2%","23.0%","17.8%","42.9%","39.3%","87.8","8.3","4.7%","35.1%","0.4","5343"
"Jarrod Dyson","Diamondbacks",".090",".275","1.54",".281","69","24.7%","65.6%","42.4%","64.9%","87.5%","80.0%","8.5%","38.5%","37.9%","23.7%","21.8%","48.9%","29.3%","83.9","9.6","1.6%","21.8%","1.3","4866"
"Ryan Cordell","White Sox",".134",".287","0.85",".279","73","32.7%","69.0%","48.3%","56.5%","79.7%","70.7%","14.2%","41.3%","33.5%","25.2%","22.6%","47.1%","30.3%","88.9","19.5","6.4%","32.1%","-0.2","15181"
"Johan Camargo","Braves",".151",".258","1.22",".279","67","41.0%","74.9%","54.6%","65.0%","86.6%","76.8%","12.6%","41.1%","30.0%","28.9%","20.0%","47.4%","32.6%","86.9","11.0","3.7%","31.6%","-0.5","14950"
"Ryan O'Hearn","Royals",".174",".230","1.29",".278","68","30.7%","66.8%","45.3%","61.7%","85.5%","75.8%","10.9%","41.6%","34.6%","23.8%","14.3%","43.3%","42.4%","90.5","13.0","9.5%","43.7%","-1.0","16442"
"Mallex Smith","Mariners",".108",".302","1.70",".278","74","29.3%","68.9%","47.3%","60.8%","80.3%","73.7%","12.4%","31.7%","36.8%","31.5%","25.0%","48.7%","26.3%","85.2","7.3","2.2%","19.9%","0.0","13608"
"Yonder Alonso","- - -",".147",".224","1.13",".277","66","30.1%","72.4%","47.3%","59.2%","87.1%","76.5%","11.1%","46.4%","32.1%","21.4%","17.9%","49.1%","33.0%","88.1","14.1","5.4%","39.3%","-1.2","2530"
"Ian Kinsler","Padres",".151",".240","0.98",".277","70","29.2%","70.5%","47.6%","70.9%","87.4%","81.7%","8.7%","49.8%","31.7%","18.5%","23.9%","42.9%","33.2%","84.3","17.3","1.5%","23.4%","-0.2","6195"
"Curtis Granderson","Marlins",".174",".220","0.72",".275","70","24.5%","61.0%","39.7%","60.4%","86.4%","77.0%","9.1%","46.2%","26.7%","27.1%","10.4%","45.2%","44.3%","88.8","19.4","5.9%","34.8%","-1.4","4747"
"Joey Wendle","Rays",".109",".272","1.37",".275","71","37.8%","59.6%","46.6%","71.3%","91.1%","81.6%","8.6%","34.5%","40.7%","24.7%","16.0%","52.1%","32.0%","87.4","11.6","1.5%","32.5%","0.6","13853"
"Danny Jansen","Blue Jays",".153",".230","0.95",".275","68","29.7%","72.0%","47.0%","67.8%","89.3%","81.3%","8.8%","53.7%","24.4%","21.9%","17.4%","40.0%","42.6%","88.9","16.3","5.9%","40.0%","1.4","16535"
"Daniel Robertson","Rays",".082",".288","1.90",".275","71","28.4%","67.6%","45.2%","62.0%","88.7%","79.2%","9.4%","37.2%","31.8%","31.1%","18.9%","49.3%","31.8%","87.7","5.8","1.4%","33.8%","-0.3","14145"
"Gordon Beckham","Tigers",".157",".282","1.05",".274","66","35.5%","68.6%","49.7%","66.0%","79.0%","73.7%","13.1%","55.5%","24.5%","20.0%","14.2%","43.9%","41.9%","86.2","14.1","9.0%","36.8%","-0.1","9015"
"Greg Allen","Indians",".117",".280","1.54",".274","63","33.0%","69.3%","48.7%","61.3%","86.6%","76.9%","11.2%","45.9%","30.6%","23.5%","16.9%","51.9%","31.1%","87.3","9.2","2.7%","30.6%","0.1","16623"
"Tyler White","- - -",".096",".290","1.19",".274","71","28.2%","61.2%","41.4%","68.2%","85.3%","78.3%","9.0%","39.4%","36.4%","24.2%","13.9%","50.9%","35.2%","86.0","12.4","3.0%","29.7%","-0.7","15564"
"Jose Peraza","Reds",".106",".268","0.84",".272","62","37.6%","76.2%","54.0%","70.8%","95.0%","85.3%","7.9%","32.8%","37.2%","30.0%","20.0%","48.4%","31.6%","84.9","17.2","0.3%","24.4%","-0.6","13593"
"Isiah Kiner-Falefa","Rangers",".084",".307","1.51",".272","57","30.6%","59.1%","42.9%","67.3%","91.7%","81.9%","7.8%","31.0%","37.4%","31.6%","12.3%","51.6%","36.1%","87.2","6.8","1.3%","33.5%","-1.0","16512"
"Dawel Lugo","Tigers",".136",".288","1.72",".272","65","47.1%","66.3%","55.0%","75.1%","86.8%","80.9%","10.5%","32.3%","36.9%","30.9%","15.2%","51.6%","33.2%","87.0","7.8","3.2%","36.7%","-0.6","14713"
"Austin Barnes","Dodgers",".137",".248","0.98",".272","68","22.2%","59.5%","39.3%","63.7%","87.1%","79.9%","7.9%","38.0%","36.1%","25.9%","22.2%","45.6%","32.3%","87.2","16.3","3.8%","29.1%","0.7","12158"
"Brandon Drury","Blue Jays",".163",".259","1.23",".271","66","36.1%","63.4%","47.3%","61.5%","84.9%","74.4%","12.1%","46.8%","32.5%","20.8%","24.4%","37.3%","38.3%","86.9","13.8","8.4%","36.7%","-0.6","11615"
"Albert Almora Jr.","Cubs",".145",".255","1.88",".271","64","41.2%","67.9%","51.6%","64.7%","89.7%","77.5%","11.6%","33.5%","39.4%","27.1%","23.9%","45.8%","30.3%","86.3","8.4","3.9%","27.5%","-0.7","14109"
"Hernan Perez","Brewers",".151",".283","1.64",".271","62","39.8%","69.1%","52.5%","71.0%","79.9%","76.1%","12.6%","39.6%","36.1%","24.3%","18.9%","41.4%","39.6%","88.5","9.2","4.1%","35.5%","-0.2","5751"
"Leonys Martin","Indians",".144",".255","0.94",".269","60","35.4%","76.9%","53.2%","50.7%","79.8%","68.8%","16.6%","39.8%","34.2%","26.1%","19.9%","49.7%","30.4%","87.3","16.9","6.2%","27.3%","-0.6","11846"
"Orlando Arcia","Brewers",".128",".253","1.68",".269","61","33.3%","66.9%","47.6%","66.5%","84.9%","77.5%","10.7%","37.2%","36.4%","26.5%","19.6%","47.3%","33.1%","87.9","6.6","3.8%","30.8%","-0.4","13185"
